,text,emotion,sentiment
4995,know pair socks took two months make feel truly truly distracted strings like call,anger,neutral
4996,feel frantic beat heart cookie voice surprisingly clear,fear,positive
4997,lectures,joy,neutral
4998,feel little lighter spirit knew neither warrick despised incredible naivety stupidity,anger,positive
4999,run feel threatened insecure,fear,negative
5000,liked ending feel like little bit rushed,anger,positive
5001,feeling rather artistic felt like sharing artwork,joy,positive
5002,feel like project actually help pick valuable car decent looking well efficient everyday use,joy,negative
5003,say makes difference parent open easy talk teacher really feel perfect fit child,joy,positive
5004,feel happy enjoying changes life looking forward unknown good times yet come autumn winter suddenly new steps journey,joy,positive
5005,feeling pretty low joan saw disappointment lifted spirit corinthians,sadness,negative
5006,couldnt help feeling little envious treats body power people might store demonstrations super strength perfect specimens glistening accentuating oil exercise gear seen,anger,positive
5007,feel troubled also terrified minute partner view hundreds white jackets obtain caught surgeons evaluating area sterile clean smelling brimming numerous devices,sadness,negative
5008,hide secret inside away everyone feel ashamed like assistance making better,sadness,positive
5009,dont know cans trust dont know feels trusting,joy,neutral
5010,feel greedy wanting see film series continue,anger,neutral
5011,admit feel little irate well control,anger,negative
5012,dont yeast infection vagina could feeling irritated yeast due diet stop eating lots sugary foods,anger,negative
5013,cant help feel hadnt selfish could sheltered feeling way,anger,negative
5014,plagued awkward feelings charming tale charming gal named,joy,positive
5015,feel lively,joy,positive
5016,swung feeling resentful others need feeling ashamed angry able better daughter sister friend citizen,anger,positive
5017,feel determined regain routine proud,joy,positive
5018,feel alarmed,fear,neutral
5019,feel extremely honoured flattered turning advice matter hope help decision,joy,negative
5020,years old one time knowing dad wasnt coming home worst feeling ever felt ive hated since wont ever change,anger,negative
5021,came quarter feeling really invigorated work im back end spring quarter sleeping eating well taking care good work,joy,positive
5022,would feel ungrateful didnt thank know,sadness,neutral
5023,feel glamorous rich enough enriching perfume collection even haha,joy,positive
5024,feel like try try relationship traditions people care get damaged,sadness,neutral
5025,phone tech support today turns something common guy phone thoughts feelings curious world,surprise,negative
5026,may feel uncomfortable want give,fear,negative
5027,feel like much sure much im overwhelmed unhappy enjoying time family,joy,positive
5028,feeling stunned sad earthquake christchurch new zealand yesterday,surprise,negative
5029,also suspect like feel like want die reluctant share information anyone freaking scary,fear,negative
5030,would like experience wished depart others lay relieve odd sense nausea avoid make anyone feel bad brought restaurant first place,sadness,negative
5031,im feeling longing urge create something,love,neutral
5032,feel way know reputation student population eager join culture somehow doubt northwestern,joy,neutral
5033,use moments opportunity feel radiant beautiful soul hidden long behind walls,joy,positive
5034,ive feeling helpless since superstorm sandy hit one favorite places world suspect lot share feeling,fear,positive
5035,feel much many pages many descriptions stars many supporting characters,love,positive
5036,cannot feel sincere,joy,positive
5037,feel strange rel bookmark november href http eagleandhammer,surprise,negative
5038,feel curious reserved habits nothing else,surprise,negative
5039,may feel amazing time capable much lighting another cigarette,joy,positive
5040,start feeling crappy toss bam singing dancing shimmy ing shoulders like whitney,sadness,neutral
5041,hopped scale morning feeling none optimistic,joy,neutral
5042,even feel still feel gloomy moody till,sadness,neutral
5043,feeling tad lonely absence,sadness,negative
5044,feel resentful show resentment eating tempura sundaes,anger,neutral
5045,get feeling miserable narrator pining ex lover dreaming return wonders whether unlock door case come way drink dancing,sadness,negative
5046,feel like would direction would still feel innocent,joy,positive
5047,believe happy healthy relationships likely feel much energized inspired reflected overall health appearance,joy,positive
5048,didnt feel tragic estrangement superman family perhaps playing perhaps unlike batman already one,sadness,negative
5049,feel amazed world,surprise,neutral
5050,feel absolutely assured informing need get hands set,joy,positive
5051,feel make one mistake everything shatter like delicate crystal flower slipped grasp,love,negative
5052,feel cold,anger,negative
5053,may bit late year im feeling festive sat fire imagination actually hot radiator,joy,negative
5054,admittedly feel like crap want sleep day cranky want yell everyone,anger,negative
5055,feel popular today,joy,positive
5056,feel gloomy desperately seek affection,sadness,negative
5057,feel like trusting driver,joy,neutral
5058,find things effecting loved ones love dearly feel helpless remedy hard times,sadness,positive
5059,dont know guys certainly feel fabulous,joy,positive
5060,feel honoured opportunity look forward future lives develop,joy,neutral
5061,remember feeling annoyed also wondering stop buy something,anger,negative
5062,im feeling slightly empty right want reach hand someone anyone hold,sadness,positive
5063,fair skinned feel gives lovely highlight pale skin without looking like mass glitter,love,positive
5064,talk lot majority time spent work work feeling generally unhappy lonely frustrated even little bitter past events go away,sadness,negative
5065,think made known feel cold weather friends ready winter finished please please finished,anger,negative
5066,im probably least talkative person group always feel glad going even intense uncomfortable feel vulnerable,joy,negative
5067,feel verge tears weariness look sweet face cant help tenderly kiss cheeks,joy,positive
5068,get conversations regret start feel exhausted fifteen minutes something sounds like something feels like peas carrots peas carrots mush mush mush,sadness,negative
5069,feeling awful felt like pushing really hard maintain pace sounded really slow,sadness,negative
5070,always feel little ashamed american history knowledge like learn,sadness,negative
